OBJECTID_1 *,Shape *,tmk_txt,OSDS Present,Newly Developed (2005 - 2021),500-ft Sewer Buffer,500-ft Coastline Buffer,WWTP 1-Mi Buffer,CEJST LIDAC,Sea Grant Priority,Island,AOI,Shape_Length,Shape_Area
465,Polygon,381012017,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001542,0
467,Polygon,381012022,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001013,0
468,Polygon,381012023,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001056,0
469,Polygon,381012024,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001099,0
470,Polygon,381012025,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001129,0
471,Polygon,379010084,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002783,0
483,Polygon,381022001,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001378,0
484,Polygon,381022002,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001105,0
485,Polygon,381022003,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001016,0
486,Polygon,381022004,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00103,0
487,Polygon,381022005,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001042,0
488,Polygon,381022006,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001056,0
491,Polygon,381027024,Yes,Yes,No,No,No,No,Low,HAW,Kealakehe,0.002712,0
492,Polygon,379007003,Yes,No,No,No,Yes,Yes,Medium,HAW,Kealakehe,0.002061,0
493,Polygon,379007005,Yes,No,No,No,No,Yes,Medium,HAW,Kealakehe,0.014098,0.000005
496,Polygon,381024022,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001863,0
497,Polygon,379011003,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001243,0
499,Polygon,379011005,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.000884,0
502,Polygon,379011013,Yes,No,No,No,Yes,Yes,Medium,HAW,Kealakehe,0.001612,0
507,Polygon,381026022,Yes,No,No,No,No,No,Low,HAW,Kealakehe,0.002544,0
514,Polygon,381026029,Yes,No,No,No,No,No,Low,HAW,Kealakehe,0.002726,0
517,Polygon,381025022,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002926,0
521,Polygon,381022044,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001047,0
522,Polygon,381022045,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001073,0
525,Polygon,381022009,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001087,0
526,Polygon,381022010,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001115,0
528,Polygon,379011001,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.004979,0.000001
530,Polygon,379013012,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.003052,0
531,Polygon,379009032,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002853,0
533,Polygon,379009034,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001515,0
535,Polygon,379009036,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001508,0
536,Polygon,379009037,Yes,No,No,No,No,No,Low,HAW,Kealakehe,0.001036,0
538,Polygon,379009039,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.000775,0
541,Polygon,381002047,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001871,0
543,Polygon,381002049,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.006882,0.000002
544,Polygon,381001010,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.003704,0.000001
545,Polygon,381003023,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.004904,0.000001
546,Polygon,381003036,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002207,0
547,Polygon,381003037,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001969,0
548,Polygon,381003038,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.003733,0.000001
550,Polygon,381003040,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.004715,0.000001
551,Polygon,381003041,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002378,0
555,Polygon,379010016,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.007704,0.000002
557,Polygon,379010021,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00904,0.000003
558,Polygon,379010026,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.005207,0.000001
559,Polygon,379010027,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.006766,0.000002
560,Polygon,379010028,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001272,0
562,Polygon,379010030,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001583,0
563,Polygon,379010031,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002016,0
564,Polygon,379010032,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001987,0
573,Polygon,381022007,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001071,0
574,Polygon,381022008,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001065,0
580,Polygon,379010040,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.004529,0.000001
581,Polygon,379010081,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.009545,0.000004
587,Polygon,381020004,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001185,0
588,Polygon,381020005,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001133,0
590,Polygon,379010039,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00248,0
592,Polygon,379010043,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002951,0
593,Polygon,381022011,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001178,0
594,Polygon,381022012,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00123,0
595,Polygon,381022013,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001191,0
596,Polygon,381022014,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00118,0
597,Polygon,381022015,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001151,0
598,Polygon,379013018,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001893,0
599,Polygon,379013013,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.0018,0
600,Polygon,379013014,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.003852,0
602,Polygon,381012009,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002077,0
604,Polygon,381012011,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001128,0
605,Polygon,381012012,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001127,0
606,Polygon,381012013,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001151,0
607,Polygon,381012014,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001182,0
608,Polygon,381012015,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001039,0
609,Polygon,381012016,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00108,0
610,Polygon,379008014,Yes,No,No,No,No,No,Low,HAW,Kealakehe,0.005239,0.000001
612,Polygon,379012005,Yes,No,No,No,Yes,Yes,Medium,HAW,Kealakehe,0.058817,0.000063
618,Polygon,381012021,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001079,0
619,Polygon,381031003,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001278,0
620,Polygon,381026049,Yes,Yes,No,No,No,No,Low,HAW,Kealakehe,0.002806,0
632,Polygon,379009028,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.010758,0.000002
633,Polygon,381002051,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001966,0
634,Polygon,381002052,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001496,0
635,Polygon,381002053,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.003786,0.000001
636,Polygon,381002054,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.004749,0.000001
637,Polygon,381002055,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002501,0
638,Polygon,381002056,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.004916,0.000002
640,Polygon,381020007,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001851,0
641,Polygon,381020008,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001179,0
642,Polygon,381020009,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001293,0
643,Polygon,381020010,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001243,0
644,Polygon,381020011,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001114,0
645,Polygon,381020012,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001172,0
646,Polygon,381020013,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001242,0
647,Polygon,381020014,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001891,0
649,Polygon,381022046,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001054,0
650,Polygon,379009010,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.012671,0.000005
652,Polygon,379009012,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.018376,0.000009
654,Polygon,379009014,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.02393,0.000013
655,Polygon,379009015,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.005202,0.000002
656,Polygon,379009017,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.008936,0.000005
657,Polygon,379009018,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.005642,0.000001
659,Polygon,379009020,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.000808,0
662,Polygon,379009024,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.007066,0.000002
664,Polygon,379009026,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.005401,0.000002
667,Polygon,381020002,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001204,0
668,Polygon,381020003,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001134,0
669,Polygon,381020015,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001207,0
670,Polygon,381020016,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001251,0
671,Polygon,381020017,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001212,0
672,Polygon,381020019,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.003695,0.000001
674,Polygon,381022018,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001125,0
675,Polygon,381022019,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001163,0
677,Polygon,381022036,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001112,0
678,Polygon,381022037,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001085,0
679,Polygon,381022038,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001087,0
680,Polygon,381022039,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001088,0
681,Polygon,381022040,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001081,0
682,Polygon,381022041,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001088,0
683,Polygon,381022042,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001085,0
684,Polygon,381022043,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001089,0
685,Polygon,381002063,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00182,0
686,Polygon,381022104,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001058,0
687,Polygon,381022105,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001074,0
688,Polygon,381022106,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001111,0
696,Polygon,381022020,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001309,0
697,Polygon,381022021,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001217,0
698,Polygon,381022022,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001121,0
699,Polygon,381022023,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001108,0
700,Polygon,381022024,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001105,0
701,Polygon,381022025,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001044,0
702,Polygon,381022026,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001063,0
703,Polygon,381022027,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001032,0
704,Polygon,381022028,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001059,0
705,Polygon,381022029,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001064,0
706,Polygon,381022030,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001059,0
707,Polygon,381022031,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001064,0
708,Polygon,381022032,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001057,0
709,Polygon,381022033,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001056,0
710,Polygon,381022034,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00108,0
711,Polygon,381022035,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001248,0
712,Polygon,381025021,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002035,0
717,Polygon,381024021,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001568,0
719,Polygon,381003002,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.003027,0
721,Polygon,381003004,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.005424,0.000001
723,Polygon,381003006,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.006501,0.000001
724,Polygon,381003015,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.005204,0.000001
731,Polygon,379008013,Yes,No,No,No,No,No,Low,HAW,Kealakehe,0.003392,0.000001
732,Polygon,381002074,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00386,0.000001
735,Polygon,379007051,Yes,Yes,No,No,No,Yes,Medium,HAW,Kealakehe,0.013616,0.000005
737,Polygon,381004092,Yes,No,No,Yes,No,No,Medium,HAW,Kealakehe,0.021776,0
738,Polygon,381012040,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.000914,0
739,Polygon,381012041,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001395,0
740,Polygon,381012042,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001053,0
741,Polygon,381012043,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001039,0
742,Polygon,381012044,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001076,0
743,Polygon,381012045,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001248,0
744,Polygon,381012046,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00113,0
745,Polygon,381012047,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001124,0
746,Polygon,381022049,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001054,0
747,Polygon,381022050,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001053,0
748,Polygon,381022051,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001049,0
749,Polygon,381022052,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001055,0
750,Polygon,381022053,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001056,0
751,Polygon,381022054,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001082,0
752,Polygon,381022055,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001147,0
753,Polygon,381022056,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001119,0
754,Polygon,381022057,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001038,0
756,Polygon,379010070,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001847,0
758,Polygon,379010072,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001321,0
759,Polygon,379010073,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001991,0
761,Polygon,379010075,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002415,0
762,Polygon,379010076,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00272,0
764,Polygon,379010078,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.003196,0
768,Polygon,379010083,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001421,0
769,Polygon,379011002,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.005208,0.000001
779,Polygon,381001019,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.005101,0.000001
780,Polygon,381001020,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00236,0
781,Polygon,381001021,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.006862,0.000002
783,Polygon,381001030,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.002624,0
785,Polygon,379007072,Yes,No,No,No,No,Yes,Medium,HAW,Kealakehe,0.010453,0.000003
787,Polygon,379008001,Yes,No,No,No,No,No,Low,HAW,Kealakehe,0.021041,0.000003
789,Polygon,379008003,Yes,No,No,No,No,No,Low,HAW,Kealakehe,0.023901,0.00001
790,Polygon,379008004,Yes,No,No,No,No,No,Low,HAW,Kealakehe,0.021341,0.00001
791,Polygon,379008006,Yes,No,No,No,No,No,Low,HAW,Kealakehe,0.002721,0
797,Polygon,379008011,Yes,No,No,No,No,No,Low,HAW,Kealakehe,0.006007,0.000001
799,Polygon,379007009,Yes,No,No,No,No,Yes,Medium,HAW,Kealakehe,0.018269,0.000006
801,Polygon,379007011,Yes,No,No,No,Yes,Yes,Medium,HAW,Kealakehe,0.018414,0.000005
802,Polygon,379007012,Yes,No,No,No,No,Yes,Medium,HAW,Kealakehe,0.00369,0
804,Polygon,379002001,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.090005,0.000134
805,Polygon,379013008,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001326,0
806,Polygon,379013009,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001396,0
808,Polygon,379012028,Yes,No,No,No,Yes,Yes,Medium,HAW,Kealakehe,0.00522,0.000002
809,Polygon,379013001,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001908,0
810,Polygon,379013002,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001524,0
811,Polygon,379013003,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001555,0
812,Polygon,379013004,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001574,0
813,Polygon,379013005,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001496,0
814,Polygon,379013006,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001454,0
815,Polygon,379013007,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001386,0
816,Polygon,381031016,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001529,0
819,Polygon,379001029,Yes,No,No,No,No,No,Low,HAW,Kealakehe,0.024154,0.000034
820,Polygon,381022089,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001034,0
821,Polygon,381022090,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001027,0
822,Polygon,381020021,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001206,0
823,Polygon,381020022,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001245,0
828,Polygon,381003021,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.007934,0.000002
829,Polygon,381003022,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.008663,0.000002
831,Polygon,381020025,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001738,0
832,Polygon,381020055,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001746,0
833,Polygon,381020053,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001126,0
834,Polygon,381020054,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001984,0
835,Polygon,381031022,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001275,0
838,Polygon,381031023,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001367,0
840,Polygon,381022047,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001048,0
841,Polygon,381022048,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.00105,0
850,Polygon,381004085,Yes,Yes,No,No,No,No,Low,HAW,Kealakehe,0.015197,0.000005
853,Polygon,381031011,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001372,0
854,Polygon,381031020,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001369,0
855,Polygon,381031018,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001289,0
856,Polygon,381031019,Yes,No,No,No,Yes,No,Low,HAW,Kealakehe,0.001339,0
875,Polygon,377008021,Yes,No,Yes,Yes,Yes,No,Medium,HAW,Kahuluu,0.010605,0.000004
882,Polygon,377010002,Yes,No,Yes,Yes,Yes,No,Medium,HAW,Kahuluu,0.001537,0
929,Polygon,377008114,Yes,No,No,No,No,No,Medium,HAW,Kahuluu,0.006643,0.000001
944,Polygon,377010008,Yes,No,Yes,Yes,Yes,No,Medium,HAW,Kahuluu,0.001495,0
958,Polygon,377010009,Yes,No,Yes,Yes,Yes,No,Medium,HAW,Kahuluu,0.001273,0
959,Polygon,377010004,Yes,No,Yes,Yes,Yes,No,Medium,HAW,Kahuluu,0.001266,0
964,Polygon,377010073,Yes,No,Yes,Yes,Yes,No,Medium,HAW,Kahuluu,0.000997,0
1000,Polygon,377008107,Yes,No,Yes,Yes,Yes,No,Medium,HAW,Kahuluu,0.00138,0
1002,Polygon,377008019,Yes,No,Yes,Yes,Yes,No,Medium,HAW,Kahuluu,0.001489,0
1061,Polygon,377010007,Yes,No,Yes,Yes,Yes,No,Medium,HAW,Kahuluu,0.000766,0
1161,Polygon,377024006,Yes,No,Yes,Yes,No,No,High,HAW,Kahuluu,0.00193,0
1166,Polygon,377024013,Yes,No,Yes,Yes,No,No,High,HAW,Kahuluu,0.001248,0
1167,Polygon,377024014,Yes,No,Yes,Yes,No,No,High,HAW,Kahuluu,0.001276,0
1175,Polygon,377004084,Yes,Yes,No,No,No,No,Medium,HAW,Kahuluu,0.005288,0.000002
1177,Polygon,377004086,Yes,No,No,No,No,No,Medium,HAW,Kahuluu,0.00587,0.000002
1178,Polygon,377004087,Yes,No,No,No,No,No,Medium,HAW,Kahuluu,0.006168,0.000002
1179,Polygon,377004088,Yes,No,No,No,No,No,Medium,HAW,Kahuluu,0.006369,0.000002
1186,Polygon,377004067,Yes,No,No,No,No,No,Medium,HAW,Kahuluu,0.005384,0.000002
1190,Polygon,377004064,Yes,No,No,No,No,No,Medium,HAW,Kahuluu,0.005106,0.000002
1191,Polygon,377004065,Yes,No,No,No,No,No,Medium,HAW,Kahuluu,0.004989,0.000002
1192,Polygon,377004066,Yes,No,No,No,No,No,High,HAW,Kahuluu,0.004945,0.000001
1193,Polygon,377004069,Yes,No,Yes,No,No,Yes,High,HAW,Kahuluu,0.00573,0.000002
1194,Polygon,377004071,Yes,No,Yes,No,No,No,Medium,HAW,Kahuluu,0.006367,0.000002
1195,Polygon,377004079,Yes,Yes,No,No,No,No,High,HAW,Kahuluu,0.004977,0.000002
1198,Polygon,377004093,Yes,No,No,No,No,No,Medium,HAW,Kahuluu,0.009244,0.000002
1199,Polygon,377004094,Yes,No,No,No,No,No,Medium,HAW,Kahuluu,0.009634,0.000002
1202,Polygon,324007084,Yes,No,No,No,No,No,Low,HAW,Hilo,0.005437,0.000001
1203,Polygon,324007168,Yes,No,No,No,No,No,Low,HAW,Hilo,0.008093,0.000001
1204,Polygon,324007229,Yes,No,No,No,No,No,Low,HAW,Hilo,0.007942,0.000002
1206,Polygon,324007003,Yes,No,No,No,No,No,Low,HAW,Hilo,0.004252,0.000001
1207,Polygon,324007004,Yes,No,No,No,No,No,Low,HAW,Hilo,0.007152,0.000002
1209,Polygon,324007265,Yes,No,No,No,No,No,Low,HAW,Hilo,0.030028,0.000013
1210,Polygon,324007008,Yes,No,No,No,No,No,Low,HAW,Hilo,0.007616,0.000002
1214,Polygon,324007222,Yes,No,No,No,No,No,Low,HAW,Hilo,0.005641,0.000001
1216,Polygon,324007231,Yes,No,No,No,No,No,Low,HAW,Hilo,0.014964,0.000003
1217,Polygon,324007175,Yes,No,No,No,No,No,Low,HAW,Hilo,0.005297,0.000002
1218,Polygon,324007176,Yes,No,No,No,No,No,Low,HAW,Hilo,0.00516,0.000002
1219,Polygon,324007007,Yes,No,No,No,No,No,Low,HAW,Hilo,0.013679,0.000008
1220,Polygon,324007232,Yes,No,No,No,No,No,Low,HAW,Hilo,0.014908,0.000003
1221,Polygon,324007233,Yes,No,No,No,No,No,Low,HAW,Hilo,0.007942,0.000002
1223,Polygon,324007235,Yes,No,No,No,No,No,Low,HAW,Hilo,0.007942,0.000002
1224,Polygon,324007236,Yes,No,No,No,No,No,Low,HAW,Hilo,0.014653,0.000003
1225,Polygon,324007237,Yes,No,No,No,No,No,Low,HAW,Hilo,0.014693,0.000003
1226,Polygon,324007238,Yes,No,No,No,No,No,Low,HAW,Hilo,0.007938,0.000002
1227,Polygon,324007177,Yes,No,No,No,No,No,Low,HAW,Hilo,0.005013,0.000002
1228,Polygon,324007178,Yes,No,No,No,No,No,Low,HAW,Hilo,0.004704,0.000001
1230,Polygon,324007098,Yes,No,No,No,No,No,Low,HAW,Hilo,0.015063,0.000003
1235,Polygon,324007192,Yes,No,No,No,No,No,Low,HAW,Hilo,0.007541,0.000002
1236,Polygon,324007193,Yes,No,No,No,No,No,Low,HAW,Hilo,0.007701,0.000002
1237,Polygon,324007194,Yes,No,No,No,No,No,Low,HAW,Hilo,0.007668,0.000002
1242,Polygon,324007182,Yes,No,No,No,No,No,Low,HAW,Hilo,0.006119,0.000002
1243,Polygon,324007183,Yes,No,No,No,No,No,Low,HAW,Hilo,0.005741,0.000002
1244,Polygon,324007184,Yes,No,No,No,No,No,Low,HAW,Hilo,0.005589,0.000002
1246,Polygon,324007226,Yes,No,No,No,No,No,Low,HAW,Hilo,0.007288,0.000001
1249,Polygon,324007250,Yes,No,No,No,No,No,Low,HAW,Hilo,0.004447,0.000001
1250,Polygon,324007041,Yes,No,No,No,No,No,Low,HAW,Hilo,0.004455,0.000001
1251,Polygon,324007188,Yes,No,No,No,No,No,Low,HAW,Hilo,0.004309,0.000001
1253,Polygon,324007190,Yes,No,No,No,No,No,Low,HAW,Hilo,0.005167,0.000001
1258,Polygon,324007099,Yes,No,No,No,No,No,Low,HAW,Hilo,0.017014,0.000006
1259,Polygon,324007101,Yes,No,No,No,No,No,Low,HAW,Hilo,0.005378,0.000001
1261,Polygon,324007103,Yes,No,No,No,No,No,Low,HAW,Hilo,0.005552,0.000001
1263,Polygon,324007105,Yes,No,No,No,No,No,Low,HAW,Hilo,0.005592,0.000001
1265,Polygon,324007107,Yes,No,No,No,No,No,Low,HAW,Hilo,0.0056,0.000001
1266,Polygon,324007108,Yes,No,No,No,No,No,Low,HAW,Hilo,0.005598,0.000001
